sentences,values
jokowi pamer dungu ranah publik kuar,1
bagus nya suara pola,1
gue japri grup biar dimarain mulutmu inidaritadi jempol gue puasa tydac spam grup,1
beda muhammad arab buta huruf aku nabi percaya sempurna tebar biadab bunuh cocok penis,1
himbauan tola berita hoax sukses pilkada wilayah kota diri,0
jatim anti berita hoax pilkada damai,0
islam nusantara aku islam china islam inggris islam hongkong islam nusantara turun islam sunda islam,0
sok polos genit kaya banci,1
dongle cacat low kualitas antre beli,1
ya allah tau suka lihat nagita pake dress model cakep cakep,0
anjing diam abang tolol mending nonton biar renti abang cari nafkah,1
rampok gitu poin rampok tolol tuh meriam lontong,1
latih asing juara piala dunia baru roberto martinez latih belgia gagal semifinal,0
gataw taun valik tai,1
amin ya allah tim kan latih ular rawa rawa dapat sungai gede musuh buaya,0
kali laksana shalat jumat golong kafir,0
bioskop duduk bocah poni lempar tegur ancam antem keluar panggil cur,0
taehyung gemar berat mba kunti,0
orang yahudi kristen muslim temu kumpul malam ramadhan nyanyi lagu bahasa harmoni vokal,0
rumput laut potensi ekonomi unggul,0
jalan kelak lambat muncul telaga telaga bisu bola mata kau jerit,0
cebong kok mantap om tofa kerja cebong dungu,1
gubernur ahmad heryawan ukir sejarah bandara super megah kertajati bangun biaya mandiri apbn murni kelola pemprov jawa barat sejarah infrastruktur indonesia,0
mantap fuck silit ngentot,1
romo rochadi jatuh hati kenal status butuh status liber meni katolik nikah katolik cerai sifat monogami,0
pake casio rin diameter bulat gitu bikin cungkring lupa serienya rusak,0
dekil tato mampus karir lo hancurr pantek,1
iri liat orang keren main alat musik dalem banget nikmat main,0
anak anak regina ant cerdas cerdas cerdas tel sistem mentah mentah salah jalan salah tafsir regina ant oh anak cucu cicit mulutmu ups,1
kapten tai ganteng garam,0
puasa sok sok gaweni story bukber kantor ngentot fuck citra yosy bin darto,1
orang bawa bom akui tes pol kali ya hehe kabar ronald,0
kiprah sus pudjiastuti menteri ikan usaha lang kursi wakil presiden laut kolam sus rabu wib,0
warga badui selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu nh,0
kawan makan bawang putih hasil impor aseng gabener,0
rapat guru ulama tegak lurus hadap rezim lupa ulama bagi sumber gali ilmu tahu guru ilmu akan pesona tokoh benar salah rapat kepa,0
sambung kuliah maghrib khas syeikh kurayyim rajih ketua ulama qurra syria ustaz nazmi pukul keras terjemah rasmi beliau lokasi masjid muttaqin wangsa lawat,0
gelas kopi baru temu kasih serak ampas hitam cipta tuhan,0
terima kasih presiden telah ide ide arah proses bangun bandara kertajati bandara indonesia hasil kerja perintah pusat pemda bumn sw,0
perintah kontol lu mucikari talenta lu goyang kaku,1
dongok jilat jokodok legenda bohong kelas internasional,1
selamat ulang meldi sukses sehat ya,0
resmi izin prodi islam nusantara satu prodi konsentrasi islam nusantara indonesia,0
gembel gembel twitter whatsapp japri whatsapp langsung blokir bencong minggir cuihhhh cepat kena mati kek banci feminim sial ganggu orang orang kasar emang dasar bencong tau malu,1
waspada ulama jabar tamen si cungkring muka truk hati dasamuka,1
sumpah maju langkah om bom diggy,0
selamat kak isyan moga karya nya kakak sukses terus,0
buka bandara lapang kerja ekonomi tumbuh masyarakat nikmat manfaat,0
cebong mengerti koplak koplak,1
apik elekku kui urus nenek raseneng karo yowis diam rasah nyangkem maaf nenek macak picek macak budek karo,1
alay tai tentara lo banget sih tentara indonesia malu,1
jujur banget banci gitu katakan belakang emang maki teman,1
hina malu fasilitas perintah bikin bani daster tau malu harga makan gaji negara hina haram,1
brengsek ya mantan gue satu suatu bout her gue suka mulut emang filter so gue jujur,1
sha kayak geng rp apa lingkaran delulu ya teman gibah anak ipro gitu rerata percaya info fans cina langsung,0
tumbuh ekonomi indonesia kuartal,0
bini om gue hamil kunti lihat gambar kalo lihat perut bunting kunti ngiler sabar ambil anak kalo lahir,0
cina bukit ajak bawang,0
paham komunis mata liberal radikal masjid sasar,0
babi sipit banci pake akun palsu hina babi,1
tuhan sus allah agama onta pikir keren tuhan tuhan universal inggris google,0
libur emang enak ngentot mending enak enak pesan japri,1
trua tanah tanah palestina tananya nenek moyang kaum yahudi waktu yahudi pindah negara eropa masukulah palestina tetap situ mayoritas palestina pas pimpin hitler hitle,0
pulsa raib emang rasa sih kaya indosat emang boros banget pulsa tib,0
si idiot jumawa menang kemaren,1
neng banjir rancaekek tanggung perintah pusat jalan nasional baca kaya cebong diam kolam gilir lapar nongol,1
pantas goblok cuitan sampah kaya dasar anak gigolo tidak punya otak mati sih orang kaya lu jelek tolol lahir anggur idiot ketik kek jijik sampah,1
ungsi asing penfungsi aseng dodol,1
suka rezim sikap ancam angkat senjata indikasi rongrong merah putih pasti indonesia milik pimpin jiwa nasionalisme,0
budaya transformasi budaya asing serap pengaruh lebih beri virus,0
keras nasionalis religius islam lawan politik kawan nista agama kawan simpatisan pki kawan kutuk palestina kawan kubur agama spirit agama politik kafir,0
orang kalo suruh baca lks biologi liat gambar nya doang gambar macan gambar bunga bangkai gambar organ tubuh hehe,0
suara bagus tampil wajah cantik ganteng pilih lolos kdi ya ap cacat fisik wajah cantik lirik suara obrolan ekz,0
tempe penyet bumbuin halo monyet pain tempe penyet murah monyet marah tempe penyet sayur buncis ayo monyet senyum plisssssssss,1
aku nyanyi ngulum permen,0
koalisi pakai hati cuci tangan gandeng topeng rombeng tutup koreng nenek sihir sibuk sisir nama belia nama dunia haus ilmu cinta jatuh ya jatuh ya biru biru merah,0
autis gara gigi gingsul pwj,1
sedih ik mba cit bani ya beliau kasih target nem taun,0
memek gatal ngentot pake kontol keker,1
kesal anak jorok ca gawai tahu mana kalo mahal gawai eh cita ingin turtable vinyl biar tua ngeteh dengar vinyl rajut bikin taplak meja,0
mentalitas jamban pikir adat budaya elok dah biasa nampak kekok nak drp ubah buruk dah akar umbi alih zaman generasi,0
pantas kaum bikin rusuh selalu doyan bicara kotor mudah dbodohi jabat kotor nilai ternyata gelar,1
beli tiket temu tionghoa mbak mbak gemuk suka nyerobot antri,0
sumpah sambung pe gue bego gimana,1
petas mainstream gua main bom panci dah ledak dahsyat,0
aneh ya orang geblek habib rizieq sihab bom berani komentar anggap guru berani ya gendeng tolong deh habib rizieq dukung hina guru dasar fira,1
konsep islam ciri identitas umat islam indonesia nkri jagankri pancasila indonesiasatu ktt ulama kerukunanumat ktt islam kitorangcintajokowi jokowiblusukanpapua indahnyakebe,0
yuk acara rilis kaji ekonomi syariah jakarta jumat april ba jumat tema investasi pasar modal syariah halal haram narasumber ustad mahbub afi ram,0
gila sinar light laser rajam hidup orang cacat kulit comunity dukun nata endah sign indonesia raya rendah martabat hidup penuh kenistaaan hidup media,0
res res cebong goblok ya bloon res mklumin,1
bacot lu monyet barbar,1
congor ban serep plonga plongo politisi kutu kupret,1
jablay pacar gua balik bangsat gua ajar,1
salah obyek vital aman lemah gedung dpr smg sah uu anti terorisme dpr sasar bom bunuh amin doa kabul,0
seroja seroja siswi sd katolik karya yosef istri ronaldo pardede shi wo gizi wo rode ronaldo pardede gizi,0
desa desa indonesia ajar positif ku rindu,0
alamat kerja kasih aja biar bukti kau lgbt aka banci kaleng,1
enak cinta atas lewat,0
bismillah moga salah pilih inget lohh pilih gubernur kaya pilih calon pasang hidup tau bibit bebet bobot nyari nyari benr bukti,0
persib butut soler goblok,1
pakai pantat pantat teriak pantat rocky gerung profesor laku indo tong percaya kaum kampret gembel warnet otak pantat,1
hebat curut belah machiaveli,1
kafir alquran situ sehat,0
kangen agnx mie ayam kampus depok trio dongo danheng tb march genshin kafe depok pocin cireng pocin,0
deklarasi pilkada aman anti hoax jabon,0
baju minyak beras hilang hidup sungguh,0
cantik neng usaha buah hasil semangat ya mel moga pribadi,0
kaya banci kali ya,1
tol bangun asing aseng duit biar gampang transportasi jarah sumber alam daerah ts,0
albert einstein bicara umur alami cacat otak daya pikir lambat,0
presiden uefa dukung usir gianluigi buffon michael oliver,0
said bundir danau ya suka all tetiba,0
salah pakai selipar rumah salah selipar kau bawak jalan selipar kau masuk jamban haihh,0
kalo liat muka nya sumpah kesal banget dah operasi sono biar ganteng dikit kalo jalan mall kenal,1
ya allah ampun dosa hilang panas hati lepas syaitan kutuk,0
gambar masakan tayahla pki filter doo asam pedas pn tampak curry nasib bc tulisan,0
lepas itu harap lepas tangan kerja lecturer apelancau sial cina,1
temu asing kerja lapang percaya lapang kece asik keren kantor kantor nerd suka ajar,0
fwg tunjuk seni budaya artis sesi fwg,0
bijak pro aseng le coba le buka syarat investasi indonesia rrc klausul ikut serta tka nya,0
makna puasa presiden terusan,0
ancam bom mata sipit lucu ya luculucuan,1
monyet lu tau kasih pisang sambal,1
jelek banget anjir kayak kunti,1
akil baliq islam laku adil bilang bacot bikin adil umat islam,1
selamat kak pantas dapat,0
mustahil rezim berani laku,0
makan kampus kocak warung makan anak kampus kadang makan kampus urus lu kek sewa ayam kampus,0
akui muslim nonton bola kafir munafik loh jokowi gue penuh bulan nonton bola kecuali timnas persija berak lu mencret tong,1
tuju dukung presiden upaya kurang kuasa asing kurang ekspor mentah ganti kontrak rugi indonesia,0
australia kucing bludak ancam ada hewan lokal anggap hama basmi ganti tikus bludak ancam tani invasif rusak basmi pas musim kemarau ganti onta beludak ancam sedia air,0
rezim rusak baik sistem sibuk cari salah ketemu kpk alat besok perintah ganti ulang engah selesai organisasi orang,0
aadren erti rasa puan sakit kasih orang kau tegar kau tangis bajing kau tangis,1
iya suara kaya tahan changi kedengeran kaya banci,1
daruratduniaperadilanindonesia adil negeti ajang benci sara si dakwa iman hakim iman ringan hukum beda agama hukum berat berat kecuali sogok pake duit adil indo,1
mau mah aw ya titit gua burik,1
edan kutipan bobot bwangeeeeeeuuut,1
banget susup pki provokasi cuci tangan,0
goblok malas liat laporan kalo doa taun juara,1
pakar ekonomi sambut positif jokowi harry tanoe,0
posisi bot pas ujung ranjang tinggal angkat kaki tusbol,1
lo sarkas emang bego si,1
kancah politik alir budaya politik perilaku politik iman ambil buku kang syaikhu karya adi siregar alumni sekolah akuntansi negara,0
poltak manusia watak babi jaman gencar bela mulutnya monyong bicara sanjung dewa kau poltak babi bbm jelas bahan pokok tki pancung mana mulutmu,1
mantap nih aset dahulu asai kelola asing era jokowi satu ambil alih ganti presiden baik jokowi,0
biar panas alias babi kaaaaau wwkwkwkw becandain mamah,1
iko suai bana uda ardi aset tang asing wajib nusantara islam nusantara ajar islam patih gajah mada kali,0
salam periode wujud jokowipresidenterpilih insyaallah rakyat negeri diizabah allah swt usaha ihklas indonesia jokowipilihanterbaik,0
teriak teriak pancasila koar koar nkri harga mati tolak film pki putar ulang situ bunglon antek komunis,1
bacot lu anggota karma,1
anjing gue diam doang salah,1
cari yeoja karakter seksi lonte suka spam gambar karakter ngentot rep suka ya draxe,1
nurul arifin tekad kota bandung jakarta bandung geulis,0
pagi sayang pagi nafsu kontol ayah sih ganti ya bunda ngulum kontol ayah bunda curiga kontol ayah basah,1
kawan lawan lat bajing,1
tengok buku kak nisa baca baca variasi tajuk baca palestina bodo dah,0
negeri om kerja mah jongos cina kerja subuh malam gaji pas pas kaya cina,1
sampa sana duduk dua makan roti buaya dengar lagu kita tari,0
gereja katholik buku lagu inkulturasi syahdu pakai irama keroncong langgam jawa melayu dolo dolo,0
horeeee salah cebong paman sam kabar om,1
kemudi pakai lampu tembak dahulu pakai cepat kombo salah krista ambil kiri tahu lamun hindari truk henti dadak lampu,0
woy proses aparat ribut kalo ahok ribut proses goblok pupuk,1
makase ya ku ujungujung nya gue duduk berak kucing kunci motor tertylap luarbinasa,0
orang mancam ente perlu negeri gedong gede dongo ngawur,1
dana alokasi pilkada siap pilpres teman kubu jubir ilc demo,0
suka buang sampah sembarang,0
hinata sontak kejut kerjap untung ajar bahasa asing erti arti ucap sosok temu ah selamat malam nama,0
biadab banget jokowi konspirasi musuh musuh islam,1
ribu sperma rebut tetas kampret salah alam,1
hasil oh gitu bagus deh sarap sarap tetap sarap,1
silaturahmi pimpin dkm masjid tsar toniman beliau doa hasanah menang pilkada jabar sukses program program hasanah pro rakyat bravohasanah jabar hasanah hasanahkeurjabar,0
lumba lumba gajah monyet nali cermin,0
mampus lu bangka bicara dunia bank bicara lu lapor aset lu kaca bangka,1
freeport kuasa asing perintah jokowi jonan tri esdm freeport ambil alih saham jonanjos,0
oh pantas kaya asing,0
wkwkwkwwk ampas atur laku emang dpr polisi mending bubar biar duit anak sekolah,1
senang koar kayak gitu biar rakyat tau mulutmu setan bingung hadap,1
izin pintu bawah camat politis partai rampok emang otak cacing bilang,1
salah kafir nenggolan ajak nonton film kafir panggil bang keok belgium,1
deh suruh si banci pulang selesai tanggung jawab tangan lantas banci,1
konsumsi jus ampas enzim ludah masuk usus maksimal proses cerna,0
gus mus sikap santai gus yasin tanggap serang isu nista agama,0
gara gara orang kafeer yahudi gimana coba pake hp apasih emang carrefour ubah nama indomaret,0
iya teman muka hindu wil malang beliau cerita hindu india hindu bal hindu jawa beda hindu bal cenderung adopsi adat budaya jawa kejawen,0
balas banget ih si pecun gercep ah,1
bangsat kuadrat emang ya lo,1
gue salut sih kalo bain salut bilang tolol ya ngefek tetap kena pepek ateka kesini gebrak,1
umat islam tekan indikasi tekan susah bangun rumah ibadah larang giat agama rumah kena persekusi giat organisasi agama umat islam indonesia,0
temu indikasi manipulasi suara,0
mampus pepet ujin ah,1
gue bingung nonton bioskop cape antri bayar tix mahal eh bioskop nonton main hp goblok,1
selamat natal hehe dasar si kawan bolot,1
hapus teroris islam efektif alquran kitab teroris,1
tau dosen ilmu budaya sepuh gitu ketemu penasaran mb,0
isu anti islam antek asing ya jokowi ya kawan,0
rocky grung grung bambang isuzu awek banyak mejik kom isu internet antek mantan,0
kadang jijik alay japri gimana atuh jalan hidup,0
ambang kaya tai jir,1
ngentot ronde subuh crot,1
ahok jamban bela aparat kristen china kafir berani menghi,1
gue bayi nenen doang sisa pake dot mang gigi gue rapih,0
ajar catut nama tuhan nikmat ikut jalan hidup muhammad bejat,1
jateng ganti gubernur sudirman said ida fauziah,0
ffgenpi warga badui selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu alam banten,0
panglima tni pemuda pimpin bangsa,0
berita duka tinggal tenang liu kiun jie tai pui kiun rumah sakit vincesius singkawang,0
biasa cari sumber berita bantu kasih surel website resmi bangun bandara rencana groundbreaking jokowi,0
ups ngentot kontol ngaceng,1
baik bahasa dengar tuli lihat buta,0
indosat celeng dancok bikin bintang gua turun babi bajing,1
so islami kalo laku bangsat gua neng lu,1
woohoo lumayan wifi rumah nih tolong kuota habis sebekum kampret nih tri,1
heran xl lancar sinyal sklinya buka ml lag bajing,1
puisi untuk bajing wajah setan mulut iblis aku manusia binatang mesum seni monyet,1
nonton dengar lagu banci terusan,1
macam sambung kalo cina tuh,0
lu lihat film pki rujuk lu baca buku manai sophia judul hormat hak biar lu melek politik suharto banyak baca posting gambar kartun biar,0
cegah bangsa jajah aseng asing,0
turonggo sila periode kota diri tolak berita hoax sukses pilkada wilayah kota kedi,0
aparat sipil tni polri rumah sedia presiden jokowi april,0
balita tau panik anak kena ruam asi ruam popok biang keringat luka darah jedot bisul koreng eksim siram air minyak panas gatal panik bunda sedia selalu gamat spray mg solusi semua bnd,0
tolol bela nista agama sangka,1
tuyul nete ya susu uht almond doyan ya mudah,0
tes presiden ri gubernur indonesia sih,0
tg rp akui akui penting ya sori sadar ketik banci taksir cemburu,1
jabar sempurna cebong gag otak,1
bacot lo album album gue beli pake duit gue rugi emak lo akibat diceramahin beli album,1
anies ombudsman wakil ombudsman republik indonesia ya ombudsman ri ombudsman wak,0
ikuti instagram gue jawir jamet ya padahal jamet seru seru asli mental mental cewe cewe matcha,1
ireng sok iya anjink,1
kriminal opm papua kejam kejam bunuh korban tangkap masyarakat sipil pro nkri tni polri senjata lengkap tombak pisau busur panah senjata modern selundup asing,0
kabal logika runtut diksi ucap intonasi lantang data kacrut,1
ya rw lurah camat bupati gubernur,0
jawa sebut set hewan rubung bangkai,0
bubar tuh dpr kpk bodoh nya,1
kunyuk ribut kawin anak jokowi pakai mah,1
harini mati hari tidur bangun tidur sahaja bajing,1
pekanbaru ponakan gua tau kristen agama batak gereja ya ibadah orang agama batak peluk agama kristen agama tugas guru agama pekanbaru,0
semenjak bego ustadz felix orang tolol nya banyak jilat tokai,1
akp sukarno ka polsek anggota polsek dialog kepala desa milang asri kantor desa milang asri titip pesan kamtibmas sukses pilkada damai ujar benci unsur sara rabu,0
lebih bagus cungkring gendut autis prabowo periode,1
china janji kebut proyek ka cepat jakarta bandung ekonomi,0
gue muslim singgung lapor nalar cerna fiksi fiktif kitab suci multi arti identik sana quran cebong dungu nalar ucap,1
lo tanya marah marah si brengsek hina agama salah kalo hina junjung adil anonymous ur,1
ogah presuden kacung presiden kacung,1
dokter muka halo monika kabar mana ganti presiden kali nih ketemu,0
bani taplak kotak kotak menang konspirasi wahyudi remason,1
contoilah demokrat partai besan pidana pdip bajing,1
cepat cepat anak ka lucu sipit,0
kitab suci islam semua umat agama agama,0
dinar pengusaha muda muslim hadap saing mea,0
ah lu bayar negeri keluh dasar syukur kontol,1
come indonesia terima lgbt pacar bom kayak asing negri sabar ya,0
yerin kotaro sipit asuh ya,0
unduh ngentot toilet sekolah bispak porno bokep,1
hindu kenal sidang hindu percaya hukum karma mana tuhan programmer agung buat hasil padan hasil bakar neraka bentuk,0
doang tahu bangke emang sinyal ganti telkomsel orang miskin,1
kalo pake muka kesan enak sebut sebut orang munafik,0
dasar tri cebong ganti presiden ganti tri agama sontoloyo munafik,1
emang dasar kecoa goblok ambil uang simpan bank kelola bank izin tabung bilang maling,1
bukti tumbuh ekonomi stagan jaman sby proyek joko hasil utang cina selesai proyek proyek proyek infrastruktur pemda otonomi daerah klaim prestasi,0
lu gua pake geblek,1
sumpah bego sih kesel gue pilih makhluk kayak sandiaga uno coba oh agama,1
gua besok ketemu dew memori gua penuh oalah puki,1
kaku lagak gila corak cuba orak gerak ramai,0
baik oleh dari paruh usia jalan teman pks rampas rezim,0
teroris orang teror teror tindak ancam intimidasi tindak keras takut bahaya orang kangen cuitan anak,0
said aqil cocok tuh capres jokowi dolar ribu anggur kurang jt lapang kerja ekonomi roket hitung minggu kerja aseng sulit tumbuh ekonomi capai bbm,0
muka lo kontol monyet,1
gus rommy cerita asbab wurud kali muncul isu pki alamat presiden jokowi pilpres jokowi calon walikota solo kali gubernur jakarta ro,0
si cebong banyak makan tahi jokowi sadar jokowi umum indonesia rubah indochina,1
ya gimana ya beda adaa cerita konyol asing,0
kayak brondong ya kontol gay coli bahan coli,1
pilih agus sylvi anak sby keluarga koruptor blusukanahok berjamaahcoblospecinya,1
biasain anggap cewe kek barang bos cewe ati prasaan situ kalo cuman nyari bahan ngewe mending lu cari pecun sono lu ngewe bayar udeh deh cewe lu rusakin lobi sbisa lu ampe ngewe hanjer sampah,1
bantah mata lo dongo banget lo tong bicara asal tolol,1
kek si tina paham gua liat jelas topik inti nete tuh nete langsung suami suami tuh wajib fasilitas biar asi kualitas alias uang nya,0
allah akbar bangga haru suara rakyat suara tuhan salah berkah tuhan bk soeharto bjh hormat dunia prestasi dunia,0
presiden jokowi terima kasih presiden sby gubernur sikap kenegarawanan sepakat urus negara prestasi individu prestasi libat,0
bangke temu orang orang bikin twitter,1
pki minyak rem bah terawang haa,0
lgbt bunuh usia jantina mana pilih lahir peluang rahim,0
ngakakkk kepick ya derita es mochi gua lo pantas taken lo cacat,1
inget rela telpon jam jam habis topik tetap telpon dengar,0
bayang presiden wakil presiden kerja ongkang kaki utang pasu,0
rudy goni rpgpedia calon gubernur jawa menang ganjar yasin kandang banteng ng salam teman rpg nama kurudy teman rudy,0
vital gimana inter bek kanan beda ya era maicon ambrosio datang cancelo bagus simpul geblek ausilio,1
iblis jahanam ci baca puisi,1
ustad ngentot ngentot pas dakwah ya kasi kutip dakwah betul,1
isyan ubah ya baju nya nakal,1
woy sat budek ya lo,1
cebong diam tau apel apel doang istilah bikin liat pintar minim kognitif,1
ayam kampus abis grepe,1
duh dek jeksen brengsek ya,1
sukarno konotasi rejim anti demokrasi embel presiden umur hidup,0
memek basah nih bang abang masuk tahan ah ah ah,1
ambik program  grafis desain gaya pergi kelas budak fashion setan budek tak nak pakai baju tidur pergi kelas hanat desainer tampilan catat maju lu anjing,1
berengsek cuitan jijik harap mati keluh,1
tinggal berlian tai babi dih,1
lontong kupang tek sate,0
oknum polisi aniaya ibu lagi mabok mak habis minum kencing onta,1
ya buk kos mesum laku panggil warga laku kdrt darurat mesum kos hak wajib lindung warga,0
raja negeri pahang peduli pasal keturunan sungai lembing kaya sejarah budaya usaha nak pelihara,0
generasi tinja bahagia pimpin nya koar koar anti aseng jaman pilkada selesai pilkada ikut bela tinja nya aseng enak,1
bank kena virus cebong blangsak,1
serius presiden jokowi islam nusantara kristen nusantara budha hindu kong huchu nusantara,0
gembel sok elit lo ngewe sari ayu halo mas kelas kambing main gue main tuh hotel jayakarta tematik clasic malio sumo samping tutup alexis ah main cebong kelas kambing terusan,1
bersih suci tolol teriak muslim buat sdra muslim mu makan ngemis kopar kapirin benci pergi,1
si bopung lupa gue gue tunggu pagi antar soy susu minggu bopung lupa gue,1
bangke tiponya parbet njirrr liad gua chuw,1
katolik sama umat islam akidah beda,0
ria pakpahan lupa ya bundir duta bundir lu ya halu hujat psti publis,1
kerudung si transgender makan busuk rem laku wajah sundel bolong zaman sekarang,1
manusia anjing nyari uang gitu lo kerja gue cebok gue gue gaji lo,1
lu tau susih artis china nama ming muka daisi kurban bingung lu,0
profil manusia lahir sperma tukar kaum bani onta bani kampret,1
gimana goblok banget nih main tangkapan layar story instagram cowo abis sidang skripsi caca emang bego banget panik asli gimana,1
tahun majlis fatwa bangsa tetap umat islam haram babit program zionis masuk kelab putar lion,0
semangat kantor staf presiden depan publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja,0
dunia nyata tokoh licik anjing kucing,0
gila orang jomblo psikolog laku ya,1
dpr kaum botol alias bodoh bin tolol otak gimana duit bancak,1
tanam binatang bangkai fitnah coba tanam,0
kira ajar tahu budaya palembang cari,0
agama kedok tipu kali polisi hasil tangkap pasang suami istri nilai tipu jemaah bawa kabur uang rp miliar sosok,0
intoleransi mitos komunis takut agama teroris mitos alat komunis marginal agama korupsi mitos maling teriak rampok,0
makhluk parasit muncul lo hina ekor belatung onta bangsat lo,1
lu miliki gua anak nih biar sarap,1
cinta buta pilih salah,0
ya orang indonesia suruh tertib susah banget salah contoh tertib krl tumpang turun selesai saking temu orang orang brengsek kayak gitu stasiun pikir siap maki,1
hormat sungguh jerit hati sanggup tanggung sudi presiden hormat solusi kait tiket lebaran jangkau mudik terima kasih,0
dmcin zon bilang kampang gitu kesel bangsat,1
kecewa sctv tayangan ngotaknya anjing pikir dih,1
si ruben idih banget dah kemaren kemarin katakan nikita balas orang sarap nikita bain lucinta dasar pantat wajan,1
anggota tni polri pns kredit rumah dp,0
buku lawas tangklukan abangan tarekat bangkit agama jawa ahmad syafi mufid halaman harga minat,0
meldi perhati orang china deh cantik,0
ejek monyet cari bola sepak,1
eyeing site sejak berbulan barusan coba buka cek harga sapiens homo deus murah periplus let coba some,0
ateis goblok ternak gorong jokowi pola pikir mundur,1
orang gaung gaung kampanye pribumi kuasa kayak putih nasionalis poland kampanye supremasi kulit putih relijius fasis beda judul sana tema katolik kulit putih islam pribumi,0
anak buta huruf huft,0
ngentot pacar hotel ngentotabg sange toketgede abgbugil tantekesepian memek becek tantebugil,1
rindu mu bearti ajar ku bunuh ulung rindu bunuh bom hancur eaakkk,0
apas anjing serah gue suka kabur bebas,1
kampret goblok idiot bin kok kau baca kok piara pret kampret msu hak turki israel hubung diplomatik,1
papi tau masuk kamar baca bagi grup wassapnya rame dibicarain acara karma rusak akidah lenceng agama tanya nonton,0
segregation zaman sejak zaman nabi muhammad ubah sikap manusia amal budaya diskriminasi malaysia actually dah aman gaduh teruk,0
budaya seni arti rasa keluargamelanesia samoa vanuatu papua malu,0
undang ulama kondang biat ulama bentuk opini masyarakat ulama suarang dukung mukidi walaahh kuno sigunakan dasar cebong,1
hai jasmev jil syiah jongos asing hati hati ya gerak gerik awas media islam,0
anis baswedan juluk super gubernur maroko,0
iya gitu ya monyet anjing gua gampar lu kesel astaghfirullah adzim bicara kasar maapin ngentot,1
cowok cowok adolexcent fc nya ganteng homo,1
adil sifat universal rentas batas agama ras turun adil islam kristen buddha hindu tiada beda milik agama bangsa,0
laku oppa oppa koriya bilang oppa koriya banci banci militer htt,1
kecuali kontra jokowi baliho bunuh kentut cium senggol hidung cebong viral bulan penuh,1
sih gue otak dangkal kek,1
astaghfirullah baca kembang kontol,1
suka kontol lo beb,1
biar edit kaya ketiak hitam nya bohong,1
anjing tai goblok idiot bangsat monyet babi fuck kontol ngentot goblok iya tau kasar maaf,1
blangko pakai tka china,0
gue saran lu show topeng monyet keliling kampung bapak kamu spy dongo monyet,1
tutup taplak meja biar tau,0
tolak lawan politik uang politisasi sara pilkada integritas humas polri anti hoax indonesia damai,0
selamat moga kiprah tingkat nasional,0
gantung tempat kayak kemarin antar nyokap rumah sakit katolik beres beres sih rame klinik rumah masalah,0
clara anak pintar dongo koplak cantik idot tahu malu urat malu putus butt muka nya imut,1
alay muluk muluk natural suka,0
fuh orang cadang nak tutup tahfiz bondong bondong manusia melayu kutuk habis habis agama islam tengok rupa lalak yahudi langsung media sosial langit zouk sola,0
pake kontol punya copot,1
satu more sekarang siapa responsible syed musarraf syed azhar hamdi pratyay rajkumar likhok parmeswar basumatary manash das nilanjan deb,0
pelihara anjing kucing nih,0
lidah kuman virus nih,1
american kultur kawan paksain nilai nilai aseng,0
sakedap teh pagi sadar bilang sayap kiri israel pro damai palestina banding sayap kanan mah kanan agamais kiri komunis,0
lewat fase atheis memmboost iman tkt ihsan inshaalaah goyah hadap bani atheis liberal,0
hati hati mody jaga jaga serang brutal rasisme wajah kilas onnie korea waspada,0
love cewe hyperseks memek itil japri cewe sange,1
wkwkkk bani kacung gemar jamban dongok lu optimal cung,1
jauh goda setan kutuk,0
kawan kpk wanti wanti hati hati jebak batman bandara kertajati anasir bentuk kuasa jerat gubernur waspada,0
tim ahok otak wc otak tumpul anies komitmen pancasila ahok kafir pancasila,1
bego idiot baper bapermania,1
ya fenomena ayam kampus potensi marak iring tinggi anggur pemuda indonesia gen z dampak tekan ekonomi dorong mahasiswi prostitusi biaya kuliah gaya hidup faktor pengaruh teman mewah peran solusi baik lapang kerja edukasi,0
sby optimistis nurul arifin tang pilkada kota bandung bandung geulis,0
sengaja hasil pilkada dki muas,0
gubernur ahoax bangga cebong kelas jamban bangga ahoker jokower nih liat gubernur indonesia cerdas,1
subhanallah moga jokowi pasang cak imin duet presiden wakil presiden bawa indonesia arah maju adab,0
neng andi kopi congor lu korslet,1
benar pacar gue idiot,1
ngotot kasih atribut nusantara islam atribut tohok jantung ide liberal syiah komunis,0
tuju proses kuasa aman sejahtera adil rakyat akademi politisi positif lugas cerah,0
katolik kiblat vatikan wajar gugat islam kiblat memek arab manusia gerah pancasila langgar pancasila sila,0
lu sindir bangsat kau,1
susu kontol manis susu kental manis,0
seru us naik biaya tarif produk tambah china nila miliar usd publik parlemen us setuju liat china balas keteter ujung nya indonesia,0
gue culun sampai orang bekal mimpi minat ketrampilan,0
media bloon dasar tempurung dongo,1
hasil makmak jual puki kslian pihak pki si ahok anak china anjing kafir nkri,1
humor lo ampas anjay dd,1
dismain zaman wali songo zaman zaman wali songo nusantara nya hindu budha ateis anti ajar islam brunsur islam mndkti msyrakt zaman nya nikah adat,0
teman makan teman janji kasih contek uji pas gilir uji pura budek,1
mewoh damping gubernur od hadir acara puncak festival paskah gfg,0
